,verified,favourites_count,followers_count,friends_count,statuses_count,type
14587484,0,506.0,69.0,111.0,712.0,2.0
145876837,0,34.0,980.0,434.0,16351.0,2.0
146028781,0,2071.0,522.0,370.0,3608.0,2.0
146042475,0,10.0,296.0,339.0,1706.0,2.0
146042918,0,23.0,56.0,496.0,495.0,2.0
146052918,0,149.0,27.0,96.0,137.0,2.0
14614209,0,145.0,782.0,1324.0,3887.0,2.0
146145218,0,27.0,100.0,56.0,4152.0,2.0
146146389,0,8.0,13.0,126.0,222.0,2.0
14616750,0,16.0,113.0,221.0,1326.0,2.0
14617281,0,69.0,546.0,340.0,1552.0,2.0
14618046,0,22.0,1135.0,728.0,187.0,2.0
146218608,0,30.0,42.0,93.0,218.0,2.0
146241798,0,872.0,166.0,343.0,17074.0,2.0
146268004,0,9604.0,472.0,920.0,13873.0,2.0
146282990,0,555.0,169.0,441.0,7103.0,2.0
14629846,0,183.0,415.0,373.0,2613.0,2.0
14630594,0,223.0,808.0,185.0,945.0,2.0
146324570,0,133.0,130.0,402.0,1205.0,2.0
146328624,0,267.0,79.0,285.0,4488.0,2.0
146349768,0,5.0,117.0,74.0,117.0,2.0
14635334,0,19.0,455.0,661.0,767.0,2.0
146371371,0,1066.0,420.0,591.0,39588.0,2.0
146385794,0,4.0,68.0,48.0,109.0,2.0
146396804,0,76.0,217.0,125.0,22814.0,2.0
146417409,0,57.0,57.0,219.0,4635.0,2.0
146417537,0,165.0,27.0,143.0,298.0,2.0
14641766,0,27.0,550.0,176.0,1395.0,2.0
146574531,0,2712.0,146.0,380.0,2471.0,2.0
146588195,0,58.0,245.0,156.0,2245.0,2.0
